Timestamp,Movement,Percentage of Total Movement
10:39:13,0.6928373459545023,0.008235771828180137
10:39:13,9.775250690695119,0.11619860667428869
10:39:13,9.601618147526459,0.11413463305070513
10:39:13,9.91849034997062,0.11790129945987182
10:39:13,9.202638180415956,0.10939194994864167
10:39:13,9.09639139201224,0.10812899218246577
10:39:13,8.971733321700174,0.10664717912832532
10:39:13,8.82824228947862,0.10494149826734533
10:39:13,8.695140594349692,0.10335931567077117
10:39:13,8.42542304301787,0.10015317757242129
10:39:13,8.00112740006315,0.09510956650920423
10:39:13,8.019733134124287,0.09533073325392152
10:39:13,7.944170939044347,0.09443252388176726
10:39:13,7.908474068553295,0.094008194445629
10:39:13,7.9028843140480785,0.09394174891847994
10:39:13,7.817502999947807,0.09292681947591178
10:39:13,7.504400293061573,0.08920496113822636
10:39:13,7.409098555002896,0.08807210741135495
10:39:13,7.372263256233473,0.08763424545478003
10:39:13,7.2900828327537965,0.08665736506506981
10:39:13,7.271077298391498,0.08643144588592266
10:39:14,7.1915527125482255,0.08548613549300003
10:39:14,7.183092162072513,0.08538556475491031
10:39:14,6.983798652224428,0.08301655869088995
10:39:14,7.165954925383557,0.08518185406875885
10:39:14,7.126321438949819,0.0847107299976771
10:39:14,7.146232636801224,0.0849474148174078
10:39:14,7.067608424640495,0.08401280718502893
10:39:14,7.231661855622478,0.0859629137043828
10:39:14,7.176674455785861,0.08530927734785039
10:39:14,7.202778408284439,0.08561957556986058
10:39:14,7.161502781225099,0.08512893133927649
10:39:14,7.218532749708491,0.08580684775146186
10:39:14,7.159150676065224,0.08510097181670495
10:39:14,7.224071941707338,0.08587269224105436
10:39:14,7.1081659443037815,0.08449491525817789
10:39:14,7.218597522342299,0.08580761770509654
10:39:14,7.029324204878493,0.0835577218747165
10:39:14,7.277036600013452,0.08650228422727405
10:39:14,7.181917738369588,0.08537160435611921
10:39:14,7.207071576480636,0.08567060854879906
10:39:14,7.168026916439124,0.08520648386919226
10:39:14,7.190054115802636,0.08546832164256142
10:39:14,7.120821441199807,0.08464535141092931
10:39:14,7.10547085092011,0.08446287862751246
10:39:14,7.122238722927993,0.08466219866807813
10:39:14,7.11935009950782,0.08462786154187528
10:39:14,7.077896941484241,0.08413510699705588
10:39:14,7.07121766576473,0.08405571030875003
10:39:14,7.102939937445049,0.08443279360680858
10:39:14,7.096843483586759,0.0843603249339937
10:39:14,7.043809927209134,0.08372991395497621
10:39:14,7.037849212923789,0.08365905882126595
10:39:15,7.053206445551983,0.08384161056241646
10:39:15,7.053370194422469,0.08384355704861891
10:39:15,7.05454244044986,0.08385749156133601
10:39:15,7.071308798910272,0.08405679361033165
10:39:15,6.942591777307985,0.08252673171844717
10:39:15,6.955144356907308,0.08267594449116897
10:39:15,6.940001754562828,0.0824959440646299
10:39:15,6.936687556480018,0.08245654812363049
10:39:15,6.799677688755146,0.08082790899876252
