Timestamp,Movement,Percentage of Total Movement
14:49:22,0.06059334902478569,0.014865208125682365
14:49:22,0.022457022121380624,0.005509322608671515
14:49:22,0.02039893504474987,0.005004417479193048
14:49:22,0.005399272209985824,0.001324589355439347
14:49:22,0.02420090610397398,0.005937145113377274
14:49:22,0.012295286402316228,0.00301637051387505
14:49:22,0.008005685286206822,0.001964013870887017
14:49:22,0.006674758527214583,0.001637501083743222
14:49:22,0.01393934777991545,0.0034197037995036695
14:49:22,0.009584935166919663,0.0023514471211873536
14:49:23,0.01588898613761986,0.0038980034878941337
14:49:23,0.013453466739701585,0.0033005038723937213
14:49:23,0.02814940564558685,0.006905820197605206
14:49:23,0.021729336882218096,0.005330801488709765
14:49:23,0.014399222851819615,0.0035325237503017718
14:49:23,0.016147242817319104,0.003961360924896115
14:49:23,0.006506994277461433,0.0015963439183320576
14:49:23,0.013009390859511447,0.0031915598960519983
14:49:23,0.011156168152411142,0.002736913607512677
14:49:23,0.008070852334741759,0.0019800011327730043
14:49:23,0.00694870744558878,0.001704708256691729
14:49:23,0.005157549783557421,0.0012652882236264588
14:49:23,0.006142597885873378,0.0015069475029104848
14:49:24,0.0051132654137681826,0.0012544240547989124
14:49:24,0.009554517877842152,0.002343984927068139
14:49:24,0.00939279816352378,0.0023043106517547686
14:49:24,0.010085403898286584,0.0024742258084839135
14:49:24,0.011840599119967744,0.002904823269944923
14:49:24,0.010974914228953747,0.002692447055669032
14:49:24,0.007406842054871381,0.0018171012243386948
14:49:24,0.007565351824718202,0.0018559880123550357
14:49:24,0.007777405208318553,0.001908010515347649
14:49:24,0.006795314850784022,0.0016670768518690893
14:49:24,0.005941358933061907,0.00145757807599016
14:49:24,0.010715300762726386,0.002628756761770259
14:49:24,0.016836171548981475,0.004130374012054154
14:49:24,0.005816772464815831,0.0014270136029922397
14:49:25,0.007045988204098504,0.0017285738912068268
14:49:25,0.008075092034624098,0.0019810412472765883
14:49:25,0.007291767714252041,0.0017888703367782064
14:49:25,0.014992973613423857,0.003678187074545809
14:49:25,0.003928977766015709,0.0009638858579860224
14:49:25,0.01784229993905024,0.004377204863298438
14:49:25,0.021441128582146644,0.005260096098876324
14:49:25,0.01979756885116287,0.004856885880902228
14:49:25,0.02331975579312787,0.005720974808029419
14:49:25,0.020566841700190915,0.005045609580619846
14:49:25,0.027480732613220787,0.00674177638827414
14:49:25,0.01588285949035972,0.003896500453516592
14:49:25,0.00981506384298395,0.002407903988491124
14:49:25,0.009738371186035854,0.0023890891791829494
14:49:26,0.004795585137026736,0.0011764883818712734
