Timestamp,Movement,Percentage of Total Movement
12:32:19,10.4664759077747,0.3735674418815173
12:32:19,10.607407572727826,0.37859754771852927
12:32:19,10.779008385420942,0.3847222908686987
12:32:19,11.019750327790382,0.3933148059002133
12:32:19,11.12968990857761,0.3972387482393634
12:32:19,11.082457779194,0.3955529481760063
12:32:19,11.045221468976044,0.3942239169647563
12:32:20,10.808607586811307,0.3857787398628555
12:32:20,10.734870168561592,0.38314691813515894
12:32:20,10.067351191513222,0.35932195939445283
12:32:20,9.826246428004984,0.3507164946207446
12:32:20,8.931278541289512,0.31877347321102073
12:32:20,6.5947647465892425,0.23537907294696533
12:32:20,4.650903035929079,0.1659991352275903
12:32:20,4.800750677265213,0.17134746837612763
12:32:20,4.930912934640072,0.17599319459243037
12:32:20,5.244247422655123,0.18717666877919933
12:32:20,5.7589991476659295,0.20554908818863443
12:32:20,5.764010084633489,0.20572793758559435
12:32:20,5.86928948022109,0.20948554949231818
12:32:20,5.943347820335305,0.21212882550138137
12:32:20,5.919178108346318,0.21126616479702412
12:32:20,5.917847605811301,0.21121867675684683
12:32:20,5.915311355702471,0.21112815340653523
12:32:20,5.923205009310304,0.21140989217050513
12:32:20,6.01615185951005,0.21472733324293636
12:32:21,6.88847571164229,0.24586214813236898
12:32:21,3.8674312589087565,0.1380356114869547
12:32:21,0.5162715030058965,0.01842666303287213
12:32:21,0.3363971395020071,0.012006621900947274
12:32:21,1.6417067700058015,0.05859548178342182
12:32:21,6.266278455090258,0.22365480350902875
12:32:21,5.296376470085851,0.18903724869817204
12:32:21,5.53711296134825,0.1976295691698242
12:32:21,5.3968126924791795,0.19262199900021482
12:32:21,5.527755349017862,0.19729557907313985
12:32:21,5.665229304781321,0.20220227301983307
12:32:21,5.5573676722459915,0.1983524964094024
12:32:21,5.4171965457357585,0.19334953556398715
12:32:22,5.352681216632186,0.19104686686558955
12:32:22,5.162715895243596,0.18426666120872448
12:32:22,5.195586663174947,0.18543987832564102
12:32:22,5.230416944124662,0.18668303400373648
12:32:22,5.226376979757409,0.18653884037378257
12:32:22,5.210799969392661,0.18598286872053504
12:32:22,5.266426787866187,0.18796829040977112
12:32:22,5.285458981024659,0.18864758378170005
12:32:22,8.491368587249077,0.3030722918738499
12:32:22,10.988356639694343,0.3921943084322401
12:32:22,11.138534849686694,0.3975544401735758
12:32:22,11.064010861957653,0.39489454435954463
12:32:22,11.738433098039991,0.41896589289187575
12:32:22,12.016358387023049,0.428885548767877
12:32:22,12.634761719494422,0.4509574813837762
12:32:22,13.406343379587812,0.4784966253615189
12:32:22,11.92656956379613,0.42568082338581065
12:32:22,12.64243595740899,0.45123138880508945
12:32:23,8.892295991047016,0.31738211553720336
12:32:23,3.9614099201306443,0.14138987975962442
12:32:23,3.8295968934652973,0.136685234603803
12:32:23,3.7593693066120237,0.1341786851021888
12:32:23,4.141724718738538,0.1478256408164378
12:32:23,4.004389619670022,0.1429239029161517
12:32:23,4.3444698977239575,0.1550619826887898
12:32:23,4.001800969842055,0.14283150932515876
12:32:23,4.11097981967237,0.14672829980153876
12:32:23,4.113003598348318,0.14680053212018832
12:32:23,4.130500564371523,0.14742503046094513
12:32:23,4.050758486637862,0.14457889158366044
12:32:23,4.399339306646633,0.15702037106224115
12:32:23,4.279048636178744,0.1527269796242002
12:32:23,4.108273205054949,0.14663169583400482
12:32:23,4.081446164113016,0.14567419025655595
12:32:23,4.165148371484683,0.1486616733180173
12:32:23,4.186757825226889,0.149432953778228
12:32:24,4.281707203579469,0.15282186869973138
12:32:24,4.290129379204164,0.15312247136971482
12:32:24,3.8560985201504723,0.1376311255582861
12:32:24,3.928541369574723,0.14021674178484456
12:32:24,3.937005029857183,0.1405188251172415
12:32:24,4.083861581875336,0.14576040088203257
12:32:24,4.036999985669034,0.14408782581746196
12:32:24,4.020153176647536,0.1434865327551665
12:32:24,4.0034496812215234,0.14289035481411377
12:32:24,4.068923296184601,0.14522722646680863
12:32:24,4.055664009793515,0.14475397857115224
12:32:24,4.057025114081341,0.14480255884319582
12:32:24,4.15539090208478,0.14831341159983463
12:32:24,4.085289438709058,0.1458113636730853
12:32:24,4.068847742771674,0.14522452982894873
12:32:24,4.010646086646693,0.14314720753026305
12:32:24,4.010005339343691,0.14312433810095523
12:32:24,3.98891565645786,0.1423716092020237
12:32:24,3.959938450594035,0.1413373603523816
12:32:24,4.032275293315416,0.1439191930081219
12:32:24,4.059698949297865,0.14489799285466742
12:32:24,4.0121746270981244,0.1432017639016038
12:32:25,3.990134164347121,0.14241509995087887
12:32:25,4.035705976088186,0.14404164027677502
12:32:25,4.026030710069143,0.14369631254582668
12:32:25,4.078468560541091,0.14556791420346007
12:32:25,4.050805578168394,0.14458057236549668
12:32:25,4.089072300583727,0.14594638085040104
12:32:25,4.109204411707148,0.1466649322824513
12:32:25,4.050280476839143,0.1445618305500064
12:32:25,4.013328545496894,0.14324294933480664
12:32:25,4.11098658142241,0.14672854114061862
12:32:25,4.150148190127762,0.14812628973459918
12:32:25,4.099737715952826,0.1463270488012133
12:32:25,4.047064575378652,0.14444704921457657
12:32:25,4.038570345017947,0.1441438747808358
12:32:25,3.483198992995638,0.12432166746890363
12:32:25,8.566320323498509,0.30574745480567106
12:32:25,8.948705116028378,0.31939545915961687
12:32:25,8.841448232215333,0.3155672671240856
12:32:26,8.453771540496769,0.30173038532370655
12:32:26,8.38320023202129,0.2992115677761657
12:32:26,8.435291288816165,0.30107079174068196
12:32:26,8.257782594823931,0.29473518562925427
12:32:26,8.402254892174565,0.2998916630357452
